Order_ID,Order_Date,Year,Month,Quarter,Customer_ID,Age,Gender,City,Region,Product,Category,Quantity,Unit_Price,Discount_%,Cost_Price,Payment_Method,Revenue,Profit,Profit_Margin,Month_Name,Day,Weekday,Order_Value,Profit_Margin_%,Customer_Lifetime_Value
ORD_989,2019-07-25,2019,7,3,CUST_694,32,Female,Mumbai,West,Jacket,Fashion,2,3603.24,0.03,2581.69,Credit Card,6640.77,1477.39,0.22,July,25,Thursday,6640.77,22.247269518444398,62210.310000000005
ORD_990,2019-11-26,2019,11,4,CUST_11,40,Female,Delhi,North,Snacks,Grocery,2,1114.46,0.2,791.36,Credit Card,2228.92,646.2,0.29,November,26,Tuesday,2228.92,28.991619259551708,39744.1
ORD_991,2023-08-14,2023,8,3,CUST_892,30,Female,Delhi,North,Jacket,Fashion,2,1334.09,0.01,899.73,UPI,3698.1,1898.64,0.51,August,14,Monday,3698.1,51.34095887077148,252743.9
ORD_992,2019-05-12,2019,5,2,CUST_760,26,Male,Delhi,North,Microwave,Home & Kitchen,2,3597.44,0.08,2357.35,COD,6950.25,2235.55,0.32,May,12,Sunday,6950.25,32.16503003489083,181692.56
ORD_993,2022-06-01,2022,6,2,CUST_821,29,Female,Chennai,South,Smartwatch,Electronics,2,24942.14,0.09,15084.58,UPI,65254.87,35085.71,0.54,June,1,Wednesday,65254.87,53.767190096310046,672156.69
ORD_994,2022-12-28,2022,12,4,CUST_359,26,Female,Ahmedabad,West,Backpack,Accessories,4,2383.57,0.0,1498.61,UPI,14301.42,8306.98,0.58,December,28,Wednesday,14301.42,58.08500134951634,371096.52
ORD_995,2021-06-18,2021,6,2,CUST_1062,29,Male,Chennai,South,Smartphone,Electronics,1,22016.44,0.1,15898.76,COD,25065.72,9166.96,0.37,June,18,Friday,25065.72,36.57170031421399,362230.95999999996
ORD_996,2020-02-03,2020,2,1,CUST_348,63,Male,Mumbai,West,Smartphone,Electronics,2,67133.34,0.1,47112.98,Credit Card,92442.61,-1783.35,-0.02,February,3,Monday,92442.61,-1.9291428487360966,134659.17
ORD_997,2021-01-06,2021,1,1,CUST_323,59,Male,Delhi,North,T-shirt,Fashion,2,2319.64,0.05,1630.81,Debit Card,5332.85,2071.23,0.39,January,6,Wednesday,5332.85,38.839082291832696,264921.94
ORD_998,2020-07-19,2020,7,3,CUST_810,41,Male,Kolkata,East,Cooking Oil,Grocery,4,864.5,0.06,559.96,Credit Card,1968.6,-271.24,-0.14,July,19,Sunday,1968.6,-13.778319618002644,94290.64
ORD_999,2022-04-15,2022,4,2,CUST_141,47,Male,Delhi,North,T-shirt,Fashion,1,2266.37,0.03,1665.6,COD,2747.97,1082.37,0.39,April,15,Friday,2747.97,39.38798458498455,461279.68
ORD_1000,2022-01-30,2022,1,1,CUST_712,23,Male,Chennai,South,Cookware Set,Home & Kitchen,4,3942.0,0.02,2398.12,Debit Card,21247.38,11654.9,0.55,January,30,Sunday,21247.38,54.853351330846436,76967.73000000001
ORD_1001,2020-04-08,2020,4,2,CUST_932,30,Male,Kolkata,East,Backpack,Accessories,2,354.79,0.07,250.34,Credit Card,420.69,-79.99,-0.19,April,8,Wednesday,420.69,-19.01400080819606,73717.6
ORD_1002,2022-03-23,2022,3,1,CUST_359,52,Male,Kolkata,East,Headphones,Electronics,3,52515.15,0.09,33212.95,Debit Card,179207.95,79569.1,0.44,March,23,Wednesday,179207.95,44.400429780040454,371096.52
ORD_1003,2021-11-02,2021,11,4,CUST_1031,30,Male,Chennai,South,Laptop,Electronics,1,24110.24,0.24,16756.44,Debit Card,25195.2,8438.76,0.33,November,2,Tuesday,25195.2,33.49352257572871,848112.79
ORD_1004,2020-11-27,2020,11,4,CUST_1102,29,Female,Chennai,South,Headphones,Electronics,3,44141.33,0.12,31851.39,COD,123816.43,28262.26,0.23,November,27,Friday,123816.43,22.825936751689575,213980.94999999998
ORD_1005,2022-11-22,2022,11,4,CUST_1154,62,Male,Ahmedabad,West,Cooking Oil,Grocery,4,1650.06,0.25,1141.25,Debit Card,7734.66,3169.66,0.41,November,22,Tuesday,7734.66,40.979952577100995,422668.55
ORD_1006,2023-04-26,2023,4,2,CUST_940,23,Female,Ahmedabad,West,Shoes,Fashion,4,3081.44,0.09,2265.9,Debit Card,15703.02,6639.42,0.42,April,26,Wednesday,15703.02,42.28116629794778,37469.33
ORD_1007,2022-04-16,2022,4,2,CUST_239,19,Male,Chennai,South,Smartwatch,Electronics,3,24398.74,0.05,17376.91,UPI,86920.51,34789.78,0.4,April,16,Saturday,86920.51,40.024822679940556,474927.88000000006
ORD_1008,2019-05-19,2019,5,2,CUST_452,36,Female,Hyderabad,South,Snacks,Grocery,2,603.25,0.07,412.17,COD,1178.15,353.81,0.3,May,19,Sunday,1178.15,30.030980774943767,111861.81
ORD_1009,2023-06-27,2023,6,2,CUST_724,26,Male,Mumbai,West,Sofa,Home & Kitchen,2,6031.86,0.05,4514.11,Credit Card,18451.46,9423.24,0.51,June,27,Tuesday,18451.46,51.070430199019476,127818.48999999999
ORD_1010,2022-12-06,2022,12,4,CUST_589,40,Female,Delhi,North,Microwave,Home & Kitchen,3,20432.18,0.04,15037.24,Credit Card,88267.02,43155.3,0.49,December,6,Tuesday,88267.02,48.891760478602315,563372.85
ORD_1011,2021-03-28,2021,3,1,CUST_1136,33,Female,Bangalore,South,Mixer,Home & Kitchen,2,8454.42,0.03,5952.61,Debit Card,18041.73,6136.51,0.34,March,28,Sunday,18041.73,34.01286905413173,43161.509999999995
ORD_1012,2021-09-02,2021,9,3,CUST_448,33,Female,Chennai,South,Cookware Set,Home & Kitchen,1,22116.45,0.07,16110.57,UPI,23756.38,7645.81,0.32,September,2,Thursday,23756.38,32.184238507718774,117105.22
ORD_1013,2020-01-10,2020,1,1,CUST_409,32,Male,Hyderabad,South,Jacket,Fashion,3,2809.47,0.02,2045.72,Credit Card,7722.95,1585.79,0.21,January,10,Friday,7722.95,20.533474902724997,88368.3
ORD_1014,2023-02-15,2023,2,1,CUST_424,19,Female,Hyderabad,South,Shoes,Fashion,3,1781.84,0.08,1285.34,UPI,6196.53,2340.51,0.38,February,15,Wednesday,6196.53,37.77130103461131,44542.99
ORD_1015,2020-02-20,2020,2,1,CUST_320,29,Female,Delhi,North,Shoes,Fashion,2,840.0,0.06,586.4,COD,1208.09,35.29,0.03,February,20,Thursday,1208.09,2.9211399812927845,433074.85
ORD_1016,2019-09-03,2019,9,3,CUST_14,54,Female,Mumbai,West,Smartwatch,Electronics,2,33195.38,0.0,24294.59,Debit Card,69710.3,21121.12,0.3,September,3,Tuesday,69710.3,30.29842074987484,253986.75
ORD_1017,2023-10-03,2023,10,4,CUST_646,42,Male,Ahmedabad,West,Cooking Oil,Grocery,3,547.27,0.16,391.1,Credit Card,2510.0,1336.7,0.53,October,3,Tuesday,2510.0,53.25498007968128,83286.66
ORD_1018,2023-12-10,2023,12,4,CUST_1006,39,Male,Bangalore,South,Sunglasses,Accessories,1,2371.6,0.03,1427.44,UPI,3864.76,2437.32,0.63,December,10,Sunday,3864.76,63.06523561618316,270871.53
ORD_1019,2023-04-15,2023,4,2,CUST_815,28,Male,Hyderabad,South,Sunglasses,Accessories,4,2896.34,0.08,1785.76,Credit Card,14921.94,7778.9,0.52,April,15,Saturday,14921.94,52.13062108546207,628679.05
ORD_1020,2023-03-17,2023,3,1,CUST_111,47,Female,Kolkata,East,Backpack,Accessories,3,3720.11,0.06,2441.46,COD,14686.99,7362.61,0.5,March,17,Friday,14686.99,50.13014920007435,85402.21
ORD_1021,2021-09-06,2021,9,3,CUST_1030,36,Female,Pune,West,Backpack,Accessories,1,520.2,0.08,326.86,Debit Card,552.76,225.9,0.41,September,6,Monday,552.76,40.86764599464506,480755.29000000004
ORD_1022,2021-03-17,2021,3,1,CUST_247,23,Female,Ahmedabad,West,Jacket,Fashion,2,1240.82,0.07,776.35,UPI,2538.72,986.02,0.39,March,17,Wednesday,2538.72,38.8392575786223,157082.27
ORD_1023,2020-10-08,2020,10,4,CUST_432,33,Male,Kolkata,East,Laptop,Electronics,2,47197.44,0.16,31493.97,Credit Card,87617.33,24629.39,0.28,October,8,Thursday,87617.33,28.11018094251445,150591.03
ORD_1024,2022-04-04,2022,4,2,CUST_741,26,Male,Chennai,South,Headphones,Electronics,1,70345.39,0.1,43007.61,Credit Card,79138.56,36130.95,0.46,April,4,Monday,79138.56,45.6553038114416,1160870.19
ORD_1025,2020-01-19,2020,1,1,CUST_486,23,Male,Chennai,South,Sunglasses,Accessories,1,2947.58,0.09,1995.0,UPI,2507.95,512.95,0.2,January,19,Sunday,2507.95,20.452959588508545,350238.7
ORD_1026,2021-08-23,2021,8,3,CUST_750,43,Female,Bangalore,South,Sunglasses,Accessories,1,2497.33,0.1,1828.14,UPI,2472.36,644.22,0.26,August,23,Monday,2472.36,26.05688491967189,188759.27
ORD_1027,2021-10-18,2021,10,4,CUST_859,29,Male,Pune,West,Rice,Grocery,3,1808.58,0.1,1202.51,Credit Card,6982.93,3375.4,0.48,October,18,Monday,6982.93,48.337875361775076,524269.35000000003
ORD_1028,2021-01-17,2021,1,1,CUST_924,23,Female,Bangalore,South,Cooking Oil,Grocery,1,1329.43,0.06,839.49,UPI,1512.09,672.6,0.44,January,17,Sunday,1512.09,44.48147927702716,433296.83999999997
ORD_1029,2022-03-16,2022,3,1,CUST_205,19,Male,Chennai,South,Jeans,Fashion,1,4911.86,0.04,3288.74,UPI,5894.23,2605.49,0.44,March,16,Wednesday,5894.23,44.2040775470248,593502.2
ORD_1030,2023-07-05,2023,7,3,CUST_781,27,Male,Hyderabad,South,Jacket,Fashion,3,2895.4,0.03,2094.47,UPI,11206.07,4922.66,0.44,July,5,Wednesday,11206.07,43.92851374299821,284572.19999999995
ORD_1031,2019-10-26,2019,10,4,CUST_20,58,Male,Bangalore,South,Jacket,Fashion,3,3246.77,0.16,2125.03,Credit Card,10636.42,4261.33,0.4,October,26,Saturday,10636.42,40.06357402208638,203415.21
ORD_1032,2021-05-13,2021,5,2,CUST_1059,49,Male,Pune,West,Rice,Grocery,1,1873.49,0.02,1187.52,UPI,2120.6,933.08,0.44,May,13,Thursday,2120.6,44.00075450344242,183995.05
ORD_1033,2023-05-28,2023,5,2,CUST_514,19,Male,Mumbai,West,Cooking Oil,Grocery,4,231.54,0.03,151.01,Credit Card,1320.61,716.57,0.54,May,28,Sunday,1320.61,54.26053111819539,16665.38
ORD_1034,2021-03-26,2021,3,1,CUST_123,40,Male,Hyderabad,South,Smartphone,Electronics,3,76583.58,0.07,49832.31,UPI,235035.01,85538.08,0.36,March,26,Friday,235035.01,36.39376108265743,338954.86
ORD_1035,2023-07-25,2023,7,3,CUST_198,49,Male,Ahmedabad,West,Sofa,Home & Kitchen,2,13171.45,0.06,9548.21,UPI,32933.89,13837.47,0.42,July,25,Tuesday,32933.89,42.0158991239723,158018.38
ORD_1036,2023-03-05,2023,3,1,CUST_740,20,Male,Pune,West,Cookware Set,Home & Kitchen,4,11541.05,0.05,8352.36,Credit Card,61398.39,27988.95,0.46,March,5,Sunday,61398.39,45.585804448618276,355293.16
ORD_1037,2022-02-21,2022,2,1,CUST_705,23,Male,Mumbai,West,Sunglasses,Accessories,2,1547.78,0.02,987.24,UPI,3412.85,1438.37,0.42,February,21,Monday,3412.85,42.145713992704046,299910.52
ORD_1038,2021-04-23,2021,4,2,CUST_408,43,Male,Bangalore,South,Headphones,Electronics,2,75784.17,0.01,51276.4,Credit Card,165057.92,62505.12,0.38,April,23,Friday,165057.92,37.86859788370046,425473.36000000004
ORD_1039,2023-05-18,2023,5,2,CUST_666,39,Male,Ahmedabad,West,Cookware Set,Home & Kitchen,2,7310.18,0.09,4456.73,UPI,19557.66,10644.2,0.54,May,18,Thursday,19557.66,54.424711340722766,317631.39
ORD_1040,2023-05-06,2023,5,2,CUST_781,45,Male,Chennai,South,Rice,Grocery,1,1031.42,0.08,744.76,Credit Card,1394.89,650.13,0.47,May,6,Saturday,1394.89,46.60797625619224,284572.19999999995
ORD_1041,2021-08-07,2021,8,3,CUST_691,58,Male,Kolkata,East,Jeans,Fashion,3,4565.33,0.1,3321.46,Debit Card,13559.03,3594.65,0.27,August,7,Saturday,13559.03,26.51111473313356,111994.66
ORD_1042,2022-07-16,2022,7,3,CUST_829,28,Female,Delhi,North,Wallet,Accessories,3,1331.4,0.04,946.95,UPI,4553.39,1712.54,0.38,July,16,Saturday,4553.39,37.61022007778819,94691.11
ORD_1043,2019-06-12,2019,6,2,CUST_468,52,Female,Pune,West,Shoes,Fashion,4,4804.57,0.07,2958.94,Credit Card,20553.95,8718.19,0.42,June,12,Wednesday,20553.95,42.41612925982597,218891.5
ORD_1044,2020-10-10,2020,10,4,CUST_810,40,Male,Chennai,South,Cookware Set,Home & Kitchen,3,20273.35,0.2,13142.19,UPI,53764.92,14338.35,0.27,October,10,Saturday,53764.92,26.66859729355126,94290.64
ORD_1045,2023-12-23,2023,12,4,CUST_1067,30,Female,Ahmedabad,West,Cooking Oil,Grocery,1,1220.69,0.05,826.03,COD,1948.22,1122.19,0.58,December,23,Saturday,1948.22,57.600784305673905,109383.49
ORD_1046,2021-04-27,2021,4,2,CUST_48,28,Female,Bangalore,South,Jeans,Fashion,3,4628.55,0.08,3166.1,UPI,14052.28,4553.98,0.32,April,27,Tuesday,14052.28,32.40741004306774,322150.69
ORD_1047,2023-01-30,2023,1,1,CUST_164,23,Male,Hyderabad,South,Shoes,Fashion,3,713.83,0.06,470.35,Credit Card,3100.02,1688.97,0.54,January,30,Monday,3100.02,54.48255172547274,145970.7
ORD_1048,2019-12-08,2019,12,4,CUST_196,24,Female,Delhi,North,Rice,Grocery,3,1201.94,0.05,827.03,Credit Card,4110.63,1629.54,0.4,December,8,Sunday,4110.63,39.642098656410326,196029.88
ORD_1049,2023-12-05,2023,12,4,CUST_111,57,Male,Mumbai,West,Snacks,Grocery,3,139.22,0.05,89.49,UPI,666.59,398.12,0.6,December,5,Tuesday,666.59,59.72486835986138,85402.21
ORD_1050,2023-04-28,2023,4,2,CUST_171,29,Male,Delhi,North,Snacks,Grocery,2,847.37,0.08,534.72,COD,2182.83,1113.39,0.51,April,28,Friday,2182.83,51.006720633306315,341979.20999999996
ORD_1051,2020-06-21,2020,6,2,CUST_173,26,Male,Kolkata,East,Backpack,Accessories,4,1038.84,0.07,747.97,UPI,2833.15,-158.73,-0.06,June,21,Sunday,2833.15,-5.602597815152745,246432.73
ORD_1052,2020-09-25,2020,9,3,CUST_582,31,Male,Ahmedabad,West,Jeans,Fashion,1,1480.57,0.03,938.63,Credit Card,1281.77,343.14,0.27,September,25,Friday,1281.77,26.770793512096553,235529.11
ORD_1053,2022-07-07,2022,7,3,CUST_1079,45,Male,Bangalore,South,Jeans,Fashion,2,3733.07,0.01,2530.26,Debit Card,8777.38,3716.86,0.42,July,7,Thursday,8777.38,42.345893649357784,21423.739999999998
ORD_1054,2019-02-28,2019,2,1,CUST_667,41,Female,Ahmedabad,West,Headphones,Electronics,4,18962.38,0.05,12140.52,Debit Card,64851.34,16289.26,0.25,February,28,Thursday,64851.34,25.117846446966247,213518.4
ORD_1055,2021-08-14,2021,8,3,CUST_1124,40,Female,Ahmedabad,West,Sunglasses,Accessories,3,367.92,0.04,263.15,Credit Card,1165.57,376.12,0.32,August,14,Saturday,1165.57,32.26919018162788,23824.95
ORD_1056,2019-10-04,2019,10,4,CUST_936,28,Male,Kolkata,East,Backpack,Accessories,1,1435.14,0.27,1000.46,UPI,1361.95,361.49,0.27,October,4,Friday,1361.95,26.542090385109585,301450.68
ORD_1057,2021-12-08,2021,12,4,CUST_712,64,Male,Ahmedabad,West,Sunglasses,Accessories,4,3969.19,0.06,2940.73,UPI,19699.88,7936.96,0.4,December,8,Wednesday,19699.88,40.289382473395776,76967.73000000001
ORD_1058,2022-01-10,2022,1,1,CUST_905,27,Female,Chennai,South,T-shirt,Fashion,2,3353.25,0.08,2146.28,Credit Card,8483.72,4191.16,0.49,January,10,Monday,8483.72,49.402384802893074,22056.9
ORD_1059,2021-01-19,2021,1,1,CUST_319,21,Male,Chennai,South,Cooking Oil,Grocery,4,983.21,0.03,595.07,Credit Card,4615.97,2235.69,0.48,January,19,Tuesday,4615.97,48.43380697881485,32558.0
ORD_1060,2019-01-22,2019,1,1,CUST_705,44,Female,Chennai,South,Smartphone,Electronics,2,8918.42,0.08,5470.39,UPI,18050.88,7110.1,0.39,January,22,Tuesday,18050.88,39.389215373433316,299910.52
ORD_1061,2021-08-18,2021,8,3,CUST_1008,30,Female,Ahmedabad,West,Backpack,Accessories,1,441.04,0.05,302.54,COD,460.89,158.35,0.34,August,18,Wednesday,460.89,34.357438868276596,134900.77
ORD_1062,2020-09-05,2020,9,3,CUST_600,62,Male,Hyderabad,South,Smartwatch,Electronics,2,77861.32,0.07,53255.78,Debit Card,129253.68,22742.12,0.18,September,5,Saturday,129253.68,17.594949714391113,141766.5
ORD_1063,2023-06-20,2023,6,2,CUST_387,22,Male,Kolkata,East,Headphones,Electronics,2,13482.93,0.0,8258.03,UPI,43415.03,26898.97,0.62,June,20,Tuesday,43415.03,61.95773675614183,174666.99999999997
ORD_1064,2023-12-12,2023,12,4,CUST_809,53,Female,Hyderabad,South,Sunglasses,Accessories,3,1316.34,0.06,938.14,Credit Card,6236.29,3421.87,0.55,December,12,Tuesday,6236.29,54.87028345378422,173494.66
ORD_1065,2019-12-01,2019,12,4,CUST_452,18,Male,Chennai,South,Cooking Oil,Grocery,1,856.21,0.07,566.3,Debit Card,955.53,389.23,0.41,December,1,Sunday,955.53,40.7344615030402,111861.81
ORD_1066,2019-06-12,2019,6,2,CUST_491,45,Female,Chennai,South,Snacks,Grocery,3,1791.04,0.04,1106.42,COD,5931.92,2612.66,0.44,June,12,Wednesday,5931.92,44.044086906094485,383128.59
ORD_1067,2020-08-06,2020,8,3,CUST_846,24,Female,Hyderabad,South,Sunglasses,Accessories,1,3316.26,0.04,2283.79,Credit Card,2029.55,-254.24,-0.13,August,6,Thursday,2029.55,-12.526914833337441,29554.65
ORD_1068,2023-10-14,2023,10,4,CUST_280,44,Female,Chennai,South,Smartphone,Electronics,2,69727.16,0.2,45350.23,UPI,203045.49,112345.03,0.55,October,14,Saturday,203045.49,55.32998048860873,338765.26
ORD_1069,2019-08-15,2019,8,3,CUST_928,33,Female,Chennai,South,Snacks,Grocery,3,1958.82,0.0,1301.0,UPI,5876.46,1973.46,0.34,August,15,Thursday,5876.46,33.582462911344585,498066.17000000004
ORD_1070,2022-12-05,2022,12,4,CUST_385,43,Female,Pune,West,Sunglasses,Accessories,2,2445.19,0.06,1499.73,UPI,6895.44,3895.98,0.57,December,5,Monday,6895.44,56.50081793185062,172433.82
ORD_1071,2019-02-09,2019,2,1,CUST_1096,42,Male,Mumbai,West,T-shirt,Fashion,2,3032.01,0.09,1844.18,Credit Card,4966.43,1278.07,0.26,February,9,Saturday,4966.43,25.734179279683794,32768.04
ORD_1072,2020-01-16,2020,1,1,CUST_552,61,Female,Bangalore,South,Headphones,Electronics,4,20026.31,0.08,14175.34,Debit Card,68906.53,12205.17,0.18,January,16,Thursday,68906.53,17.7126463921489,90259.04
ORD_1073,2023-01-04,2023,1,1,CUST_17,23,Male,Hyderabad,South,Snacks,Grocery,2,887.19,0.01,606.62,COD,2705.22,1491.98,0.55,January,4,Wednesday,2705.22,55.151891528230614,148558.41
ORD_1074,2019-07-04,2019,7,3,CUST_1011,34,Female,Hyderabad,South,T-shirt,Fashion,4,636.91,0.0,394.34,Debit Card,2420.26,842.9,0.35,July,4,Thursday,2420.26,34.826836786130414,377375.22
ORD_1075,2020-12-01,2020,12,4,CUST_1021,18,Male,Pune,West,Cooking Oil,Grocery,3,797.55,0.04,511.77,Debit Card,2342.88,807.57,0.34,December,1,Tuesday,2342.88,34.46911493546405,60710.630000000005
ORD_1076,2021-08-07,2021,8,3,CUST_165,27,Male,Bangalore,South,Headphones,Electronics,1,79962.89,0.08,51712.07,Credit Card,80922.44,29210.37,0.36,August,7,Saturday,80922.44,36.09674893638897,444082.35
ORD_1077,2019-04-25,2019,4,2,CUST_147,21,Male,Ahmedabad,West,Sofa,Home & Kitchen,1,12347.04,0.01,8934.28,Credit Card,12223.57,3289.29,0.27,April,25,Thursday,12223.57,26.909405353755083,16728.43
ORD_1078,2020-01-07,2020,1,1,CUST_782,45,Male,Mumbai,West,Shoes,Fashion,4,2423.34,0.03,1639.91,Credit Card,8791.39,2231.75,0.25,January,7,Tuesday,8791.39,25.385632988640022,100939.43
ORD_1079,2019-09-07,2019,9,3,CUST_908,27,Male,Hyderabad,South,Jacket,Fashion,2,1933.11,0.08,1353.25,UPI,3734.77,1028.27,0.28,September,7,Saturday,3734.77,27.53235138977768,452848.2
ORD_1080,2023-02-19,2023,2,1,CUST_944,37,Female,Delhi,North,Smartphone,Electronics,4,41884.3,0.07,28898.4,UPI,196320.09,80726.49,0.41,February,19,Sunday,196320.09,41.11983139372033,241967.37
ORD_1081,2021-12-03,2021,12,4,CUST_797,31,Female,Chennai,South,Jacket,Fashion,1,4696.21,0.04,2948.92,Credit Card,5951.04,3002.12,0.5,December,3,Friday,5951.04,50.44698069581115,63057.509999999995
ORD_1082,2020-10-23,2020,10,4,CUST_1126,32,Male,Delhi,North,T-shirt,Fashion,3,1904.01,0.22,1205.24,Credit Card,4923.2,1307.48,0.27,October,23,Friday,4923.2,26.557523561910955,115902.74999999999
ORD_1083,2020-06-02,2020,6,2,CUST_612,48,Female,Hyderabad,South,Snacks,Grocery,4,1655.6,0.08,1029.97,Debit Card,4466.64,346.76,0.08,June,2,Tuesday,4466.64,7.7633299303279415,929988.42
ORD_1084,2021-01-08,2021,1,1,CUST_232,36,Female,Hyderabad,South,Smartphone,Electronics,4,18492.22,0.06,12417.41,Debit Card,84132.2,34462.56,0.41,January,8,Friday,84132.2,40.96239014313188,265715.96
ORD_1085,2022-07-20,2022,7,3,CUST_31,33,Male,Bangalore,South,Cooking Oil,Grocery,4,1783.54,0.06,1201.19,UPI,7963.51,3158.75,0.4,July,20,Wednesday,7963.51,39.665298342062734,191755.46
ORD_1086,2023-06-15,2023,6,2,CUST_811,46,Male,Hyderabad,South,Mixer,Home & Kitchen,2,7245.07,0.07,5364.63,Credit Card,21696.09,10966.83,0.51,June,15,Thursday,21696.09,50.54749496337819,363670.81000000006
ORD_1087,2019-01-19,2019,1,1,CUST_318,26,Male,Pune,West,Smartwatch,Electronics,3,48453.48,0.07,29110.89,COD,148703.73,61371.06,0.41,January,19,Saturday,148703.73,41.27069307541915,197614.29
ORD_1088,2023-04-28,2023,4,2,CUST_323,20,Male,Ahmedabad,West,Smartphone,Electronics,1,62749.42,0.01,46327.48,UPI,86970.7,40643.22,0.47,April,28,Friday,86970.7,46.732083333812426,264921.94
ORD_1089,2019-07-07,2019,7,3,CUST_123,32,Male,Mumbai,West,Sunglasses,Accessories,3,394.15,0.1,284.37,Credit Card,1010.99,157.88,0.16,July,7,Sunday,1010.99,15.616376027458234,338954.86
ORD_1090,2020-12-29,2020,12,4,CUST_258,32,Male,Ahmedabad,West,T-shirt,Fashion,4,2514.31,0.08,1853.58,Credit Card,9437.71,2023.39,0.21,December,29,Tuesday,9437.71,21.439416977211636,27880.05
ORD_1091,2020-04-21,2020,4,2,CUST_899,24,Male,Hyderabad,South,Cookware Set,Home & Kitchen,2,16691.92,0.09,11875.24,Debit Card,19366.8,-4383.68,-0.23,April,21,Tuesday,19366.8,-22.635024887952582,361284.02
ORD_1092,2019-02-13,2019,2,1,CUST_276,20,Male,Chennai,South,Cooking Oil,Grocery,3,740.31,0.03,466.69,Credit Card,1938.87,538.8,0.28,February,13,Wednesday,1938.87,27.78938247535936,250535.79
ORD_1093,2019-03-22,2019,3,1,CUST_897,29,Male,Chennai,South,Snacks,Grocery,3,1466.09,0.0,1014.31,Debit Card,4398.27,1355.34,0.31,March,22,Friday,4398.27,30.815297833011613,284174.87
ORD_1094,2022-01-16,2022,1,1,CUST_1161,26,Male,Bangalore,South,Rice,Grocery,4,406.69,0.05,303.71,COD,2124.96,910.12,0.43,January,16,Sunday,2124.96,42.82998268202696,172255.62
ORD_1095,2022-01-18,2022,1,1,CUST_960,42,Female,Chennai,South,Cookware Set,Home & Kitchen,4,15564.64,0.1,10127.34,Debit Card,77044.97,36535.61,0.47,January,18,Tuesday,77044.97,47.421148973125696,291837.27
ORD_1096,2023-11-12,2023,11,4,CUST_329,55,Female,Delhi,North,Wallet,Accessories,1,2011.21,0.24,1355.19,UPI,2674.91,1319.72,0.49,November,12,Sunday,2674.91,49.33698703881627,2674.91
ORD_1097,2021-12-23,2021,12,4,CUST_606,24,Female,Chennai,South,Jacket,Fashion,2,547.37,0.02,401.55,Debit Card,1416.16,613.06,0.43,December,23,Thursday,1416.16,43.290306180092635,614956.53
ORD_1098,2022-01-14,2022,1,1,CUST_2,44,Female,Kolkata,East,Sofa,Home & Kitchen,2,11435.24,0.02,7931.39,Credit Card,30817.97,14955.19,0.49,January,14,Friday,30817.97,48.52749872882607,96094.63
ORD_1099,2023-02-11,2023,2,1,CUST_746,61,Female,Hyderabad,South,T-shirt,Fashion,3,793.4,0.0,531.89,COD,2999.05,1403.38,0.47,February,11,Saturday,2999.05,46.794151481302414,151449.29
ORD_1100,2020-10-18,2020,10,4,CUST_389,30,Female,Ahmedabad,West,Smartwatch,Electronics,1,68381.12,0.15,43902.9,UPI,64226.97,20324.07,0.32,October,18,Sunday,64226.97,31.644136411853154,893727.97
ORD_1101,2023-04-18,2023,4,2,CUST_580,33,Male,Pune,West,Backpack,Accessories,4,3385.49,0.08,2451.8,Credit Card,17442.04,7634.84,0.44,April,18,Tuesday,17442.04,43.77263210037358,276232.01
ORD_1102,2021-04-19,2021,4,2,CUST_198,40,Male,Delhi,North,Mixer,Home & Kitchen,1,21968.15,0.05,13641.95,Credit Card,22956.72,9314.77,0.41,April,19,Monday,22956.72,40.57535222801864,158018.38
ORD_1103,2019-03-31,2019,3,1,CUST_65,32,Male,Hyderabad,South,Jeans,Fashion,4,3319.9,0.04,2196.57,Credit Card,12748.42,3962.14,0.31,March,31,Sunday,12748.42,31.079459258480657,87318.39
ORD_1104,2019-08-08,2019,8,3,CUST_203,18,Male,Mumbai,West,Rice,Grocery,4,283.45,0.02,175.86,Credit Card,1111.12,407.68,0.37,August,8,Thursday,1111.12,36.690906472748225,54841.31999999999
ORD_1105,2022-03-15,2022,3,1,CUST_1004,53,Male,Chennai,South,Snacks,Grocery,1,1512.89,0.08,953.45,UPI,1739.82,786.37,0.45,March,15,Tuesday,1739.82,45.19835385269741,22691.14
ORD_1106,2019-04-11,2019,4,2,CUST_146,29,Male,Mumbai,West,Microwave,Home & Kitchen,4,24087.46,0.08,15056.57,UPI,88641.85,28415.57,0.32,April,11,Thursday,88641.85,32.056607573059445,145810.39
ORD_1107,2020-03-03,2020,3,1,CUST_959,26,Male,Mumbai,West,Rice,Grocery,1,1183.74,0.1,834.57,Credit Card,905.56,70.99,0.08,March,3,Tuesday,905.56,7.839348027739741,14772.17
ORD_1108,2021-01-09,2021,1,1,CUST_852,18,Male,Pune,West,Wallet,Accessories,1,1181.66,0.03,712.27,Credit Card,1386.91,674.64,0.49,January,9,Saturday,1386.91,48.643387097937136,497743.76999999996
ORD_1109,2023-06-15,2023,6,2,CUST_1084,28,Male,Mumbai,West,Headphones,Electronics,1,43444.32,0.06,30287.23,Credit Card,65748.63,35461.4,0.54,June,15,Thursday,65748.63,53.93481202574107,230446.49999999997
ORD_1110,2023-02-12,2023,2,1,CUST_160,44,Male,Hyderabad,South,Headphones,Electronics,2,32371.79,0.02,21732.12,UPI,79945.37,36481.13,0.46,February,12,Sunday,79945.37,45.632573843863625,673689.79
