Order_ID,Order_Date,Year,Month,Quarter,Customer_ID,Age,Gender,City,Region,Product,Category,Quantity,Unit_Price,Discount_%,Cost_Price,Payment_Method,Revenue,Profit,Profit_Margin
ORD_1187,2023-12-03,2023,12,4,CUST_81,37,Male,Kolkata,East,Jacket,Fashion,1,2663.33,0.06,1862.34,UPI,4205.93,2343.59,0.56
ORD_1188,2021-11-23,2021,11,4,CUST_597,52,Male,Ahmedabad,West,Smartphone,Electronics,3,72940.73,0.13,52206.01,UPI,261766.04,105148.01,0.4
ORD_1189,2021-03-26,2021,3,1,CUST_945,64,Male,Bangalore,South,Cookware Set,Home & Kitchen,2,17857.51,0.08,12485.08,UPI,36143.6,11173.44,0.31
ORD_1190,2021-05-15,2021,5,2,CUST_1059,26,Female,Bangalore,South,Mixer,Home & Kitchen,2,5165.46,0.06,3608.72,UPI,11216.28,3998.84,0.36
ORD_1191,2021-08-07,2021,8,3,CUST_1026,41,Female,Delhi,North,Rice,Grocery,4,1506.28,0.09,1103.46,UPI,6031.15,1617.31,0.27
ORD_1192,2020-01-04,2020,1,1,CUST_1120,44,Male,Bangalore,South,Wallet,Accessories,2,1620.49,0.07,1192.54,UPI,2818.19,433.11,0.15
ORD_1193,2021-03-16,2021,3,1,CUST_924,52,Female,Mumbai,West,Cooking Oil,Grocery,3,1409.02,0.05,1029.38,UPI,4417.28,1329.14,0.3
ORD_1194,2020-01-02,2020,1,1,CUST_414,38,Male,Ahmedabad,West,Snacks,Grocery,1,1843.28,0.06,1193.0,UPI,1620.06,427.06,0.26
ORD_1195,2019-07-04,2019,7,3,CUST_336,22,Female,Delhi,North,Cookware Set,Home & Kitchen,1,13304.51,0.09,8771.51,Credit Card,11501.75,2730.24,0.24
ORD_1196,2019-07-06,2019,7,3,CUST_744,40,Male,Delhi,North,Smartwatch,Electronics,3,7329.62,0.07,4443.95,COD,19427.16,6095.31,0.31
ORD_1197,2021-12-08,2021,12,4,CUST_1048,31,Female,Bangalore,South,Snacks,Grocery,2,991.42,0.07,667.62,UPI,2434.13,1098.89,0.45
ORD_1198,2021-02-14,2021,2,1,CUST_90,33,Male,Bangalore,South,Sunglasses,Accessories,4,2260.67,0.08,1551.19,Credit Card,8236.07,2031.31,0.25
ORD_1199,2020-11-17,2020,11,4,CUST_308,37,Male,Bangalore,South,Wallet,Accessories,2,2114.32,0.13,1275.91,UPI,3908.85,1357.03,0.35
ORD_1200,2023-11-15,2023,11,4,CUST_106,23,Male,Kolkata,East,Jeans,Fashion,4,2400.31,0.24,1712.01,UPI,12769.65,5921.61,0.46
ORD_1201,2020-09-22,2020,9,3,CUST_592,28,Female,Bangalore,South,Sofa,Home & Kitchen,2,9033.84,0.02,6168.35,UPI,15802.9,3466.2,0.22
ORD_1202,2019-08-29,2019,8,3,CUST_8,28,Female,Chennai,South,Jeans,Fashion,3,559.71,0.03,346.85,Debit Card,1628.76,588.21,0.36
ORD_1203,2019-01-26,2019,1,1,CUST_1022,36,Female,Mumbai,West,Cooking Oil,Grocery,4,1465.04,0.05,1048.11,UPI,6123.87,1931.43,0.32
ORD_1204,2022-05-30,2022,5,2,CUST_445,22,Male,Ahmedabad,West,Rice,Grocery,3,994.12,0.05,643.37,Debit Card,3718.63,1788.52,0.48
ORD_1205,2021-07-18,2021,7,3,CUST_163,27,Male,Mumbai,West,Cooking Oil,Grocery,3,770.75,0.07,474.48,Debit Card,2247.16,823.72,0.37
ORD_1206,2020-05-16,2020,5,2,CUST_1142,53,Male,Hyderabad,South,Sunglasses,Accessories,1,1904.4,0.02,1375.66,Credit Card,1249.26,-126.4,-0.1
ORD_1207,2019-04-11,2019,4,2,CUST_113,55,Female,Pune,West,Jeans,Fashion,3,3408.14,0.0,2414.22,Debit Card,10224.42,2981.76,0.29
ORD_1208,2019-03-17,2019,3,1,CUST_1184,45,Female,Chennai,South,T-shirt,Fashion,2,4770.39,0.06,2978.32,UPI,8968.33,3011.69,0.34
ORD_1209,2020-11-09,2020,11,4,CUST_224,20,Female,Kolkata,East,Laptop,Electronics,4,21214.14,0.22,13197.38,UPI,70324.87,17535.35,0.25
ORD_1210,2020-01-01,2020,1,1,CUST_1173,48,Male,Bangalore,South,Shoes,Fashion,2,2155.25,0.02,1494.04,UPI,3949.71,961.63,0.24
ORD_1211,2021-07-21,2021,7,3,CUST_74,26,Male,Delhi,North,Sunglasses,Accessories,4,1501.58,0.0,1013.23,UPI,6276.6,2223.68,0.35
ORD_1212,2023-04-23,2023,4,2,CUST_755,29,Male,Kolkata,East,Cookware Set,Home & Kitchen,4,21239.98,0.02,13823.22,Credit Card,116565.01,61272.13,0.53
ORD_1213,2023-08-07,2023,8,3,CUST_1128,33,Male,Delhi,North,Smartwatch,Electronics,2,18102.45,0.07,13320.15,Debit Card,47138.78,20498.48,0.43
ORD_1214,2020-08-22,2020,8,3,CUST_250,21,Female,Chennai,South,Rice,Grocery,3,1845.92,0.06,1275.8,UPI,3318.5,-508.9,-0.15
ORD_1215,2020-11-05,2020,11,4,CUST_1075,51,Female,Hyderabad,South,Sunglasses,Accessories,1,3036.19,0.29,1925.16,UPI,2290.43,365.27,0.16
ORD_1216,2022-11-26,2022,11,4,CUST_224,42,Male,Delhi,North,T-shirt,Fashion,1,3994.88,0.28,2994.94,UPI,4494.24,1499.3,0.33
ORD_1217,2021-09-17,2021,9,3,CUST_589,27,Female,Kolkata,East,Wallet,Accessories,4,510.54,0.07,339.21,Credit Card,2193.59,836.75,0.38
ORD_1218,2022-05-31,2022,5,2,CUST_1077,36,Female,Pune,West,Cookware Set,Home & Kitchen,2,7507.61,0.07,5566.26,UPI,18327.95,7195.43,0.39
ORD_1219,2019-09-23,2019,9,3,CUST_1017,63,Male,Ahmedabad,West,Wallet,Accessories,1,415.05,0.05,303.58,Credit Card,414.01,110.43,0.27
ORD_1220,2021-10-05,2021,10,4,CUST_595,50,Female,Hyderabad,South,Jeans,Fashion,3,2416.41,0.16,1798.81,UPI,8707.78,3311.35,0.38
ORD_1221,2019-01-04,2019,1,1,CUST_953,20,Female,Delhi,North,Laptop,Electronics,3,48474.35,0.03,36010.03,UPI,155166.39,47136.3,0.3
ORD_1222,2023-02-19,2023,2,1,CUST_848,30,Female,Mumbai,West,Jacket,Fashion,3,2956.37,0.04,2096.1,Debit Card,10728.08,4439.78,0.41
ORD_1223,2020-11-14,2020,11,4,CUST_24,24,Male,Hyderabad,South,Microwave,Home & Kitchen,3,19313.45,0.13,12457.26,UPI,53558.61,16186.83,0.3
ORD_1224,2022-11-14,2022,11,4,CUST_139,27,Female,Chennai,South,Cookware Set,Home & Kitchen,4,17661.44,0.28,11125.99,COD,79476.48,34972.52,0.44
ORD_1225,2020-09-06,2020,9,3,CUST_664,36,Male,Mumbai,West,Wallet,Accessories,1,2057.84,0.07,1247.77,UPI,1708.06,460.29,0.27
ORD_1226,2019-08-22,2019,8,3,CUST_812,59,Female,Mumbai,West,Cookware Set,Home & Kitchen,4,11388.43,0.0,8070.77,Credit Card,45553.72,13270.64,0.29
ORD_1227,2023-09-01,2023,9,3,CUST_677,44,Female,Pune,West,Jeans,Fashion,3,2630.46,0.01,1779.06,Credit Card,11484.33,6147.15,0.54
ORD_1228,2022-10-09,2022,10,4,CUST_73,34,Male,Bangalore,South,Cooking Oil,Grocery,3,348.23,0.22,239.19,UPI,1324.14,606.57,0.46
ORD_1229,2021-09-13,2021,9,3,CUST_1100,22,Female,Pune,West,Jacket,Fashion,2,1015.88,0.01,735.46,UPI,2323.22,852.3,0.37
ORD_1230,2021-08-05,2021,8,3,CUST_115,47,Female,Chennai,South,Snacks,Grocery,3,694.05,0.06,493.78,COD,2152.94,671.6,0.31
ORD_1231,2022-03-03,2022,3,1,CUST_427,23,Male,Pune,West,Mixer,Home & Kitchen,3,12843.73,0.09,7985.39,UPI,43829.23,19873.06,0.45
ORD_1232,2023-06-26,2023,6,2,CUST_306,49,Male,Chennai,South,Mixer,Home & Kitchen,4,15343.1,0.0,9498.88,Debit Card,98809.56,60814.04,0.62
ORD_1233,2023-09-18,2023,9,3,CUST_769,50,Female,Bangalore,South,Headphones,Electronics,2,61884.18,0.08,45829.15,UPI,167384.33,75726.03,0.45
ORD_1234,2022-03-15,2022,3,1,CUST_384,28,Male,Delhi,North,Sunglasses,Accessories,2,1194.86,0.04,741.15,UPI,2867.66,1385.36,0.48
ORD_1235,2023-11-06,2023,11,4,CUST_65,29,Female,Chennai,South,Cookware Set,Home & Kitchen,1,11210.35,0.1,7944.84,UPI,17656.3,9711.46,0.55
ORD_1236,2021-04-27,2021,4,2,CUST_487,39,Female,Pune,West,Smartwatch,Electronics,1,31718.98,0.02,22136.01,Credit Card,34193.06,12057.05,0.35
ORD_1237,2021-07-14,2021,7,3,CUST_1076,46,Female,Chennai,South,Microwave,Home & Kitchen,1,8747.55,0.09,6522.02,Credit Card,8318.48,1796.46,0.22
ORD_1238,2019-12-25,2019,12,4,CUST_77,21,Male,Hyderabad,South,Headphones,Electronics,1,41652.96,0.05,27482.46,UPI,47484.37,20001.91,0.42
ORD_1239,2019-07-09,2019,7,3,CUST_52,50,Male,Ahmedabad,West,Snacks,Grocery,3,680.22,0.06,468.8,UPI,1822.31,415.91,0.23
ORD_1240,2021-10-21,2021,10,4,CUST_697,23,Female,Ahmedabad,West,Jeans,Fashion,3,4240.96,0.22,2979.84,UPI,14191.1,5251.58,0.37
ORD_1241,2023-02-09,2023,2,1,CUST_671,31,Male,Bangalore,South,Sunglasses,Accessories,4,2648.89,0.05,1959.02,Debit Card,12682.89,4846.81,0.38
ORD_1242,2023-04-25,2023,4,2,CUST_421,48,Male,Mumbai,West,Smartphone,Electronics,4,41315.98,0.07,27376.84,Debit Card,215173.62,105666.26,0.49
ORD_1243,2021-07-29,2021,7,3,CUST_1070,21,Female,Delhi,North,Snacks,Grocery,4,859.06,0.06,562.38,UPI,3375.42,1125.9,0.33
ORD_1244,2019-01-09,2019,1,1,CUST_179,55,Male,Pune,West,Mixer,Home & Kitchen,4,8662.16,0.03,6070.55,UPI,36970.1,12687.9,0.34
ORD_1245,2021-08-14,2021,8,3,CUST_1067,26,Female,Chennai,South,Laptop,Electronics,1,21161.15,0.08,14411.68,UPI,21415.08,7003.4,0.33
ORD_1246,2019-02-16,2019,2,1,CUST_430,28,Female,Pune,West,Sunglasses,Accessories,4,2532.65,0.03,1546.56,Credit Card,8844.01,2657.77,0.3
ORD_1247,2020-02-15,2020,2,1,CUST_567,20,Male,Pune,West,Shoes,Fashion,2,4744.55,0.09,3055.73,Credit Card,6605.84,494.38,0.07
ORD_1248,2023-05-02,2023,5,2,CUST_241,41,Female,Chennai,South,Snacks,Grocery,4,614.39,0.07,460.57,UPI,3359.73,1517.45,0.45
ORD_1249,2019-11-02,2019,11,4,CUST_235,24,Male,Mumbai,West,Shoes,Fashion,1,1221.77,0.22,733.71,COD,1191.23,457.52,0.38
ORD_1250,2022-06-29,2022,6,2,CUST_210,27,Male,Hyderabad,South,Wallet,Accessories,1,3274.59,0.07,2384.51,Credit Card,4377.72,1993.21,0.46
ORD_1251,2022-01-16,2022,1,1,CUST_556,21,Male,Bangalore,South,Cookware Set,Home & Kitchen,4,7058.62,0.06,4965.71,COD,36493.07,16630.23,0.46
ORD_1252,2022-12-13,2022,12,4,CUST_351,39,Male,Delhi,North,Microwave,Home & Kitchen,4,21434.53,0.06,14618.74,Debit Card,120890.75,62415.79,0.52
ORD_1253,2020-09-29,2020,9,3,CUST_1108,42,Female,Ahmedabad,West,Sunglasses,Accessories,2,1967.31,0.06,1193.08,UPI,3300.95,914.79,0.28
ORD_1254,2019-04-14,2019,4,2,CUST_965,29,Male,Mumbai,West,T-shirt,Fashion,4,2587.25,0.06,1771.55,Debit Card,9728.06,2641.86,0.27
ORD_1255,2019-08-05,2019,8,3,CUST_177,20,Female,Kolkata,East,Rice,Grocery,3,333.4,0.04,240.47,UPI,960.19,238.78,0.25
ORD_1256,2021-03-13,2021,3,1,CUST_729,58,Female,Chennai,South,Jacket,Fashion,3,1742.34,0.07,1141.14,UPI,5347.24,1923.82,0.36
ORD_1257,2020-11-11,2020,11,4,CUST_954,20,Female,Bangalore,South,T-shirt,Fashion,3,1875.03,0.15,1376.61,Debit Card,5080.16,950.33,0.19
ORD_1258,2019-07-10,2019,7,3,CUST_934,29,Male,Chennai,South,Rice,Grocery,1,1389.56,0.1,900.62,Credit Card,1188.07,287.45,0.24
ORD_1259,2022-11-02,2022,11,4,CUST_475,29,Male,Hyderabad,South,Cooking Oil,Grocery,3,508.64,0.13,329.47,UPI,2074.3,1085.89,0.52
ORD_1260,2019-10-22,2019,10,4,CUST_745,31,Male,Kolkata,East,Sunglasses,Accessories,1,423.55,0.27,306.93,Debit Card,401.95,95.02,0.24
ORD_1261,2020-01-11,2020,1,1,CUST_929,32,Male,Ahmedabad,West,Cookware Set,Home & Kitchen,3,23027.26,0.03,16645.7,UPI,62653.72,12716.62,0.2
ORD_1262,2019-03-03,2019,3,1,CUST_232,33,Male,Pune,West,Smartwatch,Electronics,4,39805.27,0.04,29429.71,COD,152852.24,35133.4,0.23
ORD_1263,2021-09-07,2021,9,3,CUST_579,43,Male,Pune,West,Rice,Grocery,2,1266.05,0.08,918.39,UPI,2690.61,853.83,0.32
ORD_1264,2022-05-22,2022,5,2,CUST_1041,18,Male,Delhi,North,Backpack,Accessories,3,670.63,0.05,470.62,UPI,2508.58,1096.72,0.44
ORD_1265,2021-04-10,2021,4,2,CUST_1139,60,Male,Delhi,North,Headphones,Electronics,2,71727.03,0.01,44849.34,Credit Card,156221.47,66522.79,0.43
ORD_1266,2023-06-11,2023,6,2,CUST_821,48,Female,Kolkata,East,Sofa,Home & Kitchen,2,2046.28,0.06,1483.47,Credit Card,6193.68,3226.74,0.52
ORD_1267,2020-05-03,2020,5,2,CUST_1123,19,Male,Bangalore,South,Backpack,Accessories,2,1768.13,0.02,1142.98,Credit Card,2319.74,33.78,0.01
ORD_1268,2021-09-14,2021,9,3,CUST_698,34,Female,Hyderabad,South,Rice,Grocery,4,1054.81,0.03,761.51,UPI,4727.03,1680.99,0.36
ORD_1269,2023-07-25,2023,7,3,CUST_892,56,Male,Pune,West,Sunglasses,Accessories,1,940.91,0.08,695.52,UPI,1151.3,455.78,0.4
ORD_1270,2022-01-20,2022,1,1,CUST_160,48,Male,Ahmedabad,West,Jeans,Fashion,1,1093.68,0.1,747.58,Credit Card,1353.43,605.85,0.45
ORD_1271,2019-08-23,2019,8,3,CUST_949,48,Male,Pune,West,Wallet,Accessories,2,1246.77,0.09,770.03,Credit Card,2269.12,729.06,0.32
ORD_1272,2022-02-10,2022,2,1,CUST_361,45,Male,Chennai,South,Smartwatch,Electronics,1,43896.13,0.03,27134.93,Debit Card,47901.65,20766.72,0.43
ORD_1273,2021-04-11,2021,4,2,CUST_777,29,Male,Pune,West,Laptop,Electronics,3,19439.74,0.06,12435.03,UPI,60302.07,22996.98,0.38
ORD_1274,2021-10-09,2021,10,4,CUST_446,28,Female,Bangalore,South,Laptop,Electronics,2,58143.43,0.27,42989.53,Credit Card,121391.85,35412.79,0.29
ORD_1275,2023-12-23,2023,12,4,CUST_1,29,Female,Bangalore,South,Wallet,Accessories,1,441.74,0.0,267.88,UPI,742.12,474.24,0.64
ORD_1276,2022-09-15,2022,9,3,CUST_1089,44,Male,Chennai,South,Jacket,Fashion,1,3123.95,0.05,2254.03,Debit Card,3895.18,1641.15,0.42
ORD_1277,2021-03-09,2021,3,1,CUST_916,46,Female,Hyderabad,South,Wallet,Accessories,3,2391.57,0.06,1595.48,Credit Card,7418.65,2632.21,0.35
ORD_1278,2020-02-26,2020,2,1,CUST_1168,31,Female,Chennai,South,Cookware Set,Home & Kitchen,3,4629.84,0.1,2990.42,UPI,9562.93,591.67,0.06
ORD_1279,2021-06-09,2021,6,2,CUST_1194,21,Female,Mumbai,West,Mixer,Home & Kitchen,4,18156.54,0.07,11151.8,Debit Card,85441.05,40833.85,0.48
ORD_1280,2022-06-06,2022,6,2,CUST_262,29,Male,Chennai,South,Sunglasses,Accessories,3,976.71,0.04,697.23,UPI,4043.58,1951.89,0.48
ORD_1281,2019-05-08,2019,5,2,CUST_2,22,Female,Pune,West,Mixer,Home & Kitchen,1,17013.25,0.1,10500.88,Debit Card,16077.52,5576.64,0.35
ORD_1282,2019-08-13,2019,8,3,CUST_482,44,Female,Kolkata,East,Mixer,Home & Kitchen,3,23580.73,0.04,16123.82,Debit Card,67912.5,19541.04,0.29
ORD_1283,2022-12-09,2022,12,4,CUST_652,57,Male,Kolkata,East,Sunglasses,Accessories,4,641.96,0.07,427.19,Debit Card,3582.14,1873.38,0.52
ORD_1284,2021-04-11,2021,4,2,CUST_1117,59,Female,Hyderabad,South,Cooking Oil,Grocery,2,180.09,0.08,120.53,COD,364.5,123.44,0.34
ORD_1285,2022-09-18,2022,9,3,CUST_285,52,Female,Hyderabad,South,Jacket,Fashion,1,4296.44,0.02,2585.78,Credit Card,5526.3,2940.52,0.53
ORD_1286,2022-02-11,2022,2,1,CUST_855,29,Female,Bangalore,South,Cooking Oil,Grocery,3,697.06,0.09,456.4,Credit Card,2140.85,771.65,0.36
ORD_1287,2020-08-13,2020,8,3,CUST_24,43,Female,Delhi,North,Jeans,Fashion,2,4068.11,0.08,2996.54,UPI,4771.89,-1221.19,-0.26
ORD_1288,2022-08-20,2022,8,3,CUST_997,33,Male,Kolkata,East,Smartphone,Electronics,1,59495.36,0.06,44504.73,UPI,69907.05,25402.32,0.36
ORD_1289,2019-10-06,2019,10,4,CUST_852,42,Male,Ahmedabad,West,Smartphone,Electronics,4,71483.38,0.27,48150.59,UPI,271350.91,78748.55,0.29
ORD_1290,2023-06-04,2023,6,2,CUST_369,44,Male,Ahmedabad,West,Sunglasses,Accessories,4,1202.2,0.04,837.55,Credit Card,7432.48,4082.28,0.55
ORD_1291,2021-11-09,2021,11,4,CUST_922,30,Female,Kolkata,East,Snacks,Grocery,4,975.0,0.24,602.79,UPI,4075.5,1664.34,0.41
ORD_1292,2020-12-28,2020,12,4,CUST_870,61,Female,Mumbai,West,Jeans,Fashion,4,3903.49,0.07,2475.31,UPI,14811.4,4910.16,0.33
ORD_1293,2022-03-29,2022,3,1,CUST_485,19,Female,Chennai,South,Snacks,Grocery,3,347.62,0.09,260.6,UPI,1186.25,404.45,0.34
ORD_1294,2021-04-21,2021,4,2,CUST_752,37,Female,Mumbai,West,Wallet,Accessories,2,1395.29,0.05,904.89,Debit Card,2916.16,1106.38,0.38
ORD_1295,2019-03-19,2019,3,1,CUST_755,31,Female,Delhi,North,Sunglasses,Accessories,1,2838.47,0.04,1782.11,Debit Card,2724.93,942.82,0.35
ORD_1296,2022-04-03,2022,4,2,CUST_164,22,Male,Bangalore,South,Snacks,Grocery,3,1856.76,0.02,1141.46,UPI,6823.59,3399.21,0.5
ORD_1297,2023-02-04,2023,2,1,CUST_953,24,Male,Delhi,North,Sunglasses,Accessories,3,3424.15,0.08,2402.96,COD,11907.82,4698.94,0.39
ORD_1298,2021-12-07,2021,12,4,CUST_503,18,Male,Ahmedabad,West,Backpack,Accessories,3,2479.73,0.05,1656.34,Debit Card,9328.74,4359.72,0.47
ORD_1299,2022-07-15,2022,7,3,CUST_109,39,Female,Pune,West,Headphones,Electronics,4,34036.65,0.08,22622.88,Credit Card,148740.16,58248.64,0.39
ORD_1300,2021-12-31,2021,12,4,CUST_930,21,Female,Ahmedabad,West,Smartwatch,Electronics,3,16352.07,0.05,10074.08,UPI,61516.49,31294.25,0.51
ORD_1301,2022-03-21,2022,3,1,CUST_723,55,Male,Chennai,South,Sofa,Home & Kitchen,1,23722.99,0.07,17214.84,Debit Card,27577.98,10363.14,0.38
ORD_1302,2020-08-15,2020,8,3,CUST_623,18,Female,Chennai,South,T-shirt,Fashion,1,4723.65,0.05,3466.45,Credit Card,2860.76,-605.69,-0.21
ORD_1303,2019-05-06,2019,5,2,CUST_347,44,Male,Mumbai,West,Snacks,Grocery,3,1099.11,0.1,817.71,UPI,3115.98,662.85,0.21
ORD_1304,2022-09-06,2022,9,3,CUST_588,30,Male,Ahmedabad,West,Mixer,Home & Kitchen,2,21081.06,0.09,13688.97,Debit Card,50357.38,22979.44,0.46
ORD_1305,2019-06-18,2019,6,2,CUST_570,33,Female,Chennai,South,T-shirt,Fashion,4,3871.02,0.04,2726.68,UPI,17094.42,6187.7,0.36
ORD_1306,2019-09-29,2019,9,3,CUST_564,40,Male,Chennai,South,Sunglasses,Accessories,4,2311.11,0.08,1647.51,UPI,8930.13,2340.09,0.26
ORD_1307,2019-01-30,2019,1,1,CUST_310,30,Female,Ahmedabad,West,Smartphone,Electronics,4,59483.1,0.07,44553.31,Credit Card,243404.85,65191.61,0.27
ORD_1308,2021-01-27,2021,1,1,CUST_484,31,Male,Ahmedabad,West,Shoes,Fashion,2,3769.74,0.05,2720.33,Credit Card,8666.63,3225.97,0.37
ORD_1309,2020-01-06,2020,1,1,CUST_703,33,Male,Delhi,North,Backpack,Accessories,3,763.91,0.09,507.43,UPI,1949.92,427.63,0.22
ORD_1310,2019-10-25,2019,10,4,CUST_1016,43,Male,Kolkata,East,Backpack,Accessories,3,1835.79,0.2,1354.94,Debit Card,5727.66,1662.84,0.29
ORD_1311,2023-04-27,2023,4,2,CUST_902,28,Male,Bangalore,South,Rice,Grocery,1,1213.85,0.01,766.74,UPI,1682.4,915.66,0.54
ORD_1312,2020-03-07,2020,3,1,CUST_707,19,Female,Mumbai,West,Wallet,Accessories,2,3058.17,0.02,1897.77,Debit Card,5094.91,1299.37,0.26
ORD_1313,2022-08-08,2022,8,3,CUST_108,37,Male,Bangalore,South,Mixer,Home & Kitchen,3,18825.54,0.04,11630.44,UPI,67771.94,32880.62,0.49
ORD_1314,2021-08-08,2021,8,3,CUST_618,42,Female,Ahmedabad,West,Cooking Oil,Grocery,3,1714.38,0.04,1076.45,UPI,5431.16,2201.81,0.41
ORD_1315,2023-03-09,2023,3,1,CUST_778,46,Male,Kolkata,East,Backpack,Accessories,4,583.49,0.08,387.25,Debit Card,3006.14,1457.14,0.48
ORD_1316,2021-08-29,2021,8,3,CUST_1087,43,Male,Kolkata,East,Microwave,Home & Kitchen,2,9020.72,0.09,5776.9,COD,18059.48,6505.68,0.36
ORD_1317,2019-01-25,2019,1,1,CUST_783,21,Female,Pune,West,Sofa,Home & Kitchen,4,7580.17,0.09,5498.36,UPI,30351.0,8357.56,0.28
ORD_1318,2021-12-21,2021,12,4,CUST_1089,43,Female,Pune,West,Laptop,Electronics,2,38913.7,0.02,26113.72,Credit Card,100677.52,48450.08,0.48
ORD_1319,2023-09-26,2023,9,3,CUST_559,27,Male,Pune,West,Snacks,Grocery,3,904.34,0.01,633.95,Credit Card,3948.26,2046.41,0.52
ORD_1320,2020-07-07,2020,7,3,CUST_523,40,Male,Kolkata,East,Mixer,Home & Kitchen,1,10043.67,0.09,6397.6,Debit Card,5535.25,-862.35,-0.16
ORD_1321,2021-08-02,2021,8,3,CUST_1065,28,Female,Pune,West,Jeans,Fashion,4,2142.73,0.03,1483.23,Debit Card,9145.17,3212.25,0.35
ORD_1322,2022-10-19,2022,10,4,CUST_1122,48,Male,Mumbai,West,Shoes,Fashion,1,2991.4,0.21,1980.34,UPI,3840.21,1859.87,0.48
ORD_1323,2022-10-09,2022,10,4,CUST_25,33,Female,Kolkata,East,Laptop,Electronics,3,37533.83,0.15,22820.55,COD,155530.81,87069.16,0.56
ORD_1324,2019-07-20,2019,7,3,CUST_914,62,Female,Pune,West,Backpack,Accessories,4,3887.05,0.08,2408.29,Debit Card,13589.13,3955.97,0.29
ORD_1325,2020-03-25,2020,3,1,CUST_396,33,Male,Mumbai,West,Cookware Set,Home & Kitchen,1,19630.76,0.06,13277.27,COD,15684.98,2407.71,0.15
ORD_1326,2019-02-18,2019,2,1,CUST_117,27,Male,Hyderabad,South,Backpack,Accessories,1,2825.17,0.05,1835.36,UPI,2415.52,580.16,0.24
ORD_1327,2022-05-12,2022,5,2,CUST_177,34,Male,Bangalore,South,Laptop,Electronics,4,39921.4,0.01,27248.13,UPI,207491.48,98498.96,0.47
ORD_1328,2021-02-08,2021,2,1,CUST_228,39,Male,Bangalore,South,Backpack,Accessories,4,421.76,0.08,309.88,UPI,1536.56,297.04,0.19
ORD_1329,2020-06-02,2020,6,2,CUST_156,34,Male,Ahmedabad,West,Sofa,Home & Kitchen,4,22117.73,0.0,13617.36,UPI,64860.24,10390.8,0.16
ORD_1330,2020-07-20,2020,7,3,CUST_663,58,Male,Chennai,South,Snacks,Grocery,1,114.83,0.06,74.32,Credit Card,65.37,-8.95,-0.14
ORD_1331,2019-11-28,2019,11,4,CUST_128,36,Male,Kolkata,East,Headphones,Electronics,3,62254.3,0.19,37992.31,UPI,189097.44,75120.51,0.4
ORD_1332,2021-03-06,2021,3,1,CUST_529,43,Male,Chennai,South,Mixer,Home & Kitchen,3,21106.18,0.07,13707.55,UPI,64774.87,23652.22,0.37
ORD_1333,2019-12-31,2019,12,4,CUST_1008,29,Male,Hyderabad,South,Rice,Grocery,3,1026.85,0.07,715.57,COD,3437.89,1291.18,0.38
ORD_1334,2022-06-03,2022,6,2,CUST_1008,43,Male,Delhi,North,Rice,Grocery,3,121.72,0.04,84.44,Debit Card,503.92,250.6,0.5
ORD_1335,2019-10-22,2019,10,4,CUST_448,51,Male,Delhi,North,Sunglasses,Accessories,4,1894.41,0.29,1304.16,UPI,6994.16,1777.52,0.25
ORD_1336,2021-06-23,2021,6,2,CUST_72,30,Male,Delhi,North,Mixer,Home & Kitchen,1,11148.88,0.07,7716.94,Credit Card,13116.1,5399.16,0.41
ORD_1337,2019-05-25,2019,5,2,CUST_514,39,Female,Ahmedabad,West,Wallet,Accessories,2,3655.8,0.04,2725.04,UPI,7370.09,1920.01,0.26
ORD_1338,2019-02-08,2019,2,1,CUST_2,21,Male,Mumbai,West,Rice,Grocery,1,1343.8,0.06,1004.95,Debit Card,1136.85,131.9,0.12
ORD_1339,2022-09-23,2022,9,3,CUST_311,50,Male,Pune,West,Cooking Oil,Grocery,3,1050.94,0.02,783.99,UPI,4055.31,1703.34,0.42
ORD_1340,2021-03-12,2021,3,1,CUST_1056,26,Female,Ahmedabad,West,Backpack,Accessories,3,2706.14,0.08,1649.76,UPI,8215.84,3266.56,0.4
ORD_1341,2021-09-06,2021,9,3,CUST_144,34,Male,Hyderabad,South,Cooking Oil,Grocery,2,1043.74,0.08,747.37,UPI,2218.16,723.42,0.33
ORD_1342,2019-01-07,2019,1,1,CUST_988,62,Female,Delhi,North,Snacks,Grocery,2,1045.02,0.08,682.73,UPI,2115.12,749.66,0.35
ORD_1343,2022-03-07,2022,3,1,CUST_683,42,Male,Chennai,South,Sunglasses,Accessories,1,911.7,0.08,555.76,Debit Card,1048.46,492.7,0.47
ORD_1344,2021-03-31,2021,3,1,CUST_749,43,Female,Pune,West,Laptop,Electronics,4,41717.07,0.05,25128.95,Debit Card,174377.35,73861.55,0.42
ORD_1345,2019-06-14,2019,6,2,CUST_416,30,Male,Bangalore,South,Cooking Oil,Grocery,4,1360.57,0.01,894.27,Credit Card,6196.04,2618.96,0.42
ORD_1346,2022-02-09,2022,2,1,CUST_392,20,Male,Chennai,South,Smartwatch,Electronics,3,52821.98,0.03,39606.17,UPI,172925.96,54107.45,0.31
ORD_1347,2022-11-26,2022,11,4,CUST_736,36,Male,Ahmedabad,West,Rice,Grocery,4,1174.08,0.29,729.59,UPI,5209.98,2291.62,0.44
ORD_1348,2019-06-23,2019,6,2,CUST_389,30,Female,Bangalore,South,Snacks,Grocery,1,1431.84,0.02,959.18,Credit Card,1613.68,654.5,0.41
